Expenditure_category,TIME_PERIOD,CPI,Energy,YEAR,GDP
Restaurants and hotels,2015-05-01,78.515,79.25739760999,2015,423.444
Restaurants and hotels,2015-06-01,78.713,76.68485816076,2015,423.444
Restaurants and hotels,2015-07-01,78.828,69.97397856757,2015,423.444
Restaurants and hotels,2015-08-01,78.895,60.2653078988,2015,423.444
Restaurants and hotels,2015-09-01,78.971,60.30927899984,2015,423.444
Restaurants and hotels,2015-10-01,79.144,60.50797016356,2015,423.444
Restaurants and hotels,2015-11-01,79.187,55.87089746843,2015,423.444
Restaurants and hotels,2015-12-01,79.221,48.30035030932,2015,423.444
Restaurants and hotels,2016-01-01,79.371,40.85613576544,2016,439.313
Restaurants and hotels,2016-02-01,79.669,42.84032596702,2016,439.313
Restaurants and hotels,2016-03-01,79.785,48.74117216575,2016,439.313
Restaurants and hotels,2016-04-01,79.965,52.27638246936,2016,439.313
Restaurants and hotels,2016-05-01,80.054,57.65393070474,2016,439.313
Restaurants and hotels,2016-06-01,80.131,60.2313572061,2016,439.313
Restaurants and hotels,2016-07-01,80.258,57.27880424145,2016,439.313
Restaurants and hotels,2016-08-01,80.393,58.41562604055,2016,439.313
Restaurants and hotels,2016-09-01,80.44,59.08669511717,2016,439.313
Restaurants and hotels,2016-10-01,80.53,64.394119652,2016,439.313
Restaurants and hotels,2016-11-01,80.578,60.92628963232,2016,439.313
Restaurants and hotels,2016-12-01,80.669,69.58576556728,2016,439.313
Restaurants and hotels,2017-01-01,80.806,70.23070326191,2017,458.981
Restaurants and hotels,2017-02-01,80.875,70.09883077985,2017,458.981
Restaurants and hotels,2017-03-01,81.021,65.93761041425,2017,458.981
Restaurants and hotels,2017-04-01,81.153,67.43688044593,2017,458.981
Restaurants and hotels,2017-05-01,81.246,64.86642013185,2017,458.981
Restaurants and hotels,2017-06-01,81.334,60.60971168123,2017,458.981
Restaurants and hotels,2017-07-01,81.424,62.90735989839,2017,458.981
Restaurants and hotels,2017-08-01,81.44,66.40945721224,2017,458.981
Restaurants and hotels,2017-09-01,81.484,70.74093857992,2017,458.981
Restaurants and hotels,2017-10-01,81.63,73.27645764667,2017,458.981
Restaurants and hotels,2017-11-01,81.722,78.95326292098,2017,458.981
Restaurants and hotels,2017-12-01,81.851,80.82823822651,2017,458.981
Restaurants and hotels,2018-01-01,81.919,87.41186077085,2018,474.825
Restaurants and hotels,2018-02-01,82.057,82.11150234942,2018,474.825
Restaurants and hotels,2018-03-01,82.185,82.81470943499,2018,474.825
Restaurants and hotels,2018-04-01,82.43,88.39745161513,2018,474.825
Restaurants and hotels,2018-05-01,82.504,94.59639606445,2018,474.825
Restaurants and hotels,2018-06-01,82.564,93.66852843184,2018,474.825
Restaurants and hotels,2018-07-01,82.673,93.02886321127,2018,474.825
Restaurants and hotels,2018-08-01,82.779,91.9861252694,2018,474.825
Restaurants and hotels,2018-09-01,82.83,98.72449947898,2018,474.825
Restaurants and hotels,2018-10-01,82.866,100.22216927105,2018,474.825
Restaurants and hotels,2018-11-01,82.929,84.43680708935,2018,474.825
Restaurants and hotels,2018-12-01,83.012,74.89874647623,2018,474.825
Restaurants and hotels,2019-01-01,83.371,76.20477086944,2019,481.035
Restaurants and hotels,2019-02-01,83.528,80.08603918756,2019,481.035
Restaurants and hotels,2019-03-01,83.7,82.22320089448,2019,481.035
Restaurants and hotels,2019-04-01,83.778,86.42673201639,2019,481.035
Restaurants and hotels,2019-05-01,83.887,85.17577272239,2019,481.035
Restaurants and hotels,2019-06-01,83.978,76.33927157328,2019,481.035
Restaurants and hotels,2019-07-01,84.061,77.03842163234,2019,481.035
Restaurants and hotels,2019-08-01,84.223,71.59163373571,2019,481.035
Restaurants and hotels,2019-09-01,84.261,75.5647419957,2019,481.035
Restaurants and hotels,2019-10-01,84.305,72.67367319761,2019,481.035
Restaurants and hotels,2019-11-01,84.373,76.6176460807,2019,481.035
Restaurants and hotels,2019-12-01,84.503,79.07866333164,2019,481.035
Restaurants and hotels,2020-01-01,84.699,76.05782805784,2020,462.685
Restaurants and hotels,2020-02-01,84.822,66.30874082927,2020,462.685
Restaurants and hotels,2020-03-01,84.97,42.6472477596,2020,462.685
Restaurants and hotels,2020-04-01,85.036,31.63231012178,2020,462.685
Restaurants and hotels,2020-05-01,85.049,39.24687580089,2020,462.685
Restaurants and hotels,2020-06-01,85.093,48.5231595002,2020,462.685
Restaurants and hotels,2020-07-01,85.151,51.6497454882,2020,462.685
Restaurants and hotels,2020-08-01,85.198,54.30174528329,2020,462.685
Restaurants and hotels,2020-09-01,85.228,51.16881771972,2020,462.685
Restaurants and hotels,2020-10-01,85.382,51.62079340516,2020,462.685
Restaurants and hotels,2020-11-01,85.516,55.30181595459,2020,462.685
Restaurants and hotels,2020-12-01,85.613,63.74668437007,2020,462.685
Restaurants and hotels,2021-01-01,85.721,69.882566118,2021,507.829
Restaurants and hotels,2021-02-01,85.824,80.38194347312,2021,507.829
Restaurants and hotels,2021-03-01,85.878,80.76523673477,2021,507.829
Restaurants and hotels,2021-04-01,86.023,80.80171766567,2021,507.829
Restaurants and hotels,2021-05-01,86.092,86.28486080925,2021,507.829
Restaurants and hotels,2021-06-01,86.213,93.91895277955,2021,507.829
Restaurants and hotels,2021-07-01,86.291,98.28941653097,2021,507.829
Restaurants and hotels,2021-08-01,86.533,96.32359893158,2021,507.829
Restaurants and hotels,2021-09-01,86.626,107.17858644213,2021,507.829
Restaurants and hotels,2021-10-01,86.743,123.36989210288,2021,507.829
Restaurants and hotels,2021-11-01,86.875,115.00870344115,2021,507.829
Restaurants and hotels,2021-12-01,87.044,112.37295836686,2021,507.829
Restaurants and hotels,2022-01-01,87.521,121.30988558842,2022,528.69
Restaurants and hotels,2022-02-01,87.968,133.31424055374,2022,528.69
Restaurants and hotels,2022-03-01,88.651,166.73239302763,2022,528.69
Restaurants and hotels,2022-04-01,89.447,153.18659162076,2022,528.69
Restaurants and hotels,2022-05-01,90.03,163.63299774551,2022,528.69
Restaurants and hotels,2022-06-01,90.827,173.48221112801,2022,528.69
Restaurants and hotels,2022-07-01,91.586,171.75250650949,2022,528.69
Restaurants and hotels,2022-08-01,92.162,172.77086426625,2022,528.69
Restaurants and hotels,2022-09-01,92.658,158.17363839615,2022,528.69
Restaurants and hotels,2022-10-01,93.038,146.1725229079,2022,528.69
Restaurants and hotels,2022-11-01,93.497,139.44136053757,2022,528.69
Restaurants and hotels,2022-12-01,93.738,130.91804770227,2022,528.69
Restaurants and hotels,2023-01-01,95.053,119.29483540626,2023,538.32
Restaurants and hotels,2023-02-01,95.378,110.53012409471,2023,538.32
Restaurants and hotels,2023-03-01,95.663,103.46584154991,2023,538.32
Restaurants and hotels,2023-04-01,96.129,109.26437084516,2023,538.32
Restaurants and hotels,2023-05-01,96.307,96.90788941533,2023,538.32
Restaurants and hotels,2023-06-01,96.545,95.17403636424,2023,538.32
Restaurants and hotels,2023-07-01,96.701,100.85881612729,2023,538.32
Restaurants and hotels,2023-08-01,96.814,108.71200636355,2023,538.32
Restaurants and hotels,2023-09-01,97.012,117.72930651723,2023,538.32
Restaurants and hotels,2023-10-01,97.22,115.68359866876,2023,538.32
Restaurants and hotels,2023-11-01,97.487,106.19514291231,2023,538.32
Restaurants and hotels,2023-12-01,97.789,99.6081618902,2023,538.32
Restaurants and hotels,2024-01-01,99.484,101.17928818347,2024,561.941
Restaurants and hotels,2024-02-01,99.714,102.22068193194,2024,561.941
Restaurants and hotels,2024-03-01,99.736,104.23481988276,2024,561.941
Restaurants and hotels,2024-04-01,99.89,109.59439107507,2024,561.941
Restaurants and hotels,2024-05-01,99.924,102.61900688816,2024,561.941
Restaurants and hotels,2024-06-01,99.989,103.76640070701,2024,561.941
Restaurants and hotels,2024-07-01,100.006,105.97956577776,2024,561.941
Restaurants and hotels,2024-08-01,100.076,102.64616092659,2024,561.941
Restaurants and hotels,2024-09-01,100.021,95.37315593015,2024,561.941
Restaurants and hotels,2024-10-01,100.335,97.67069300607,2024,561.941
Restaurants and hotels,2024-11-01,100.368,96.51379612081,2024,561.941
Restaurants and hotels,2024-12-01,100.457,96.49865523956,2024,561.941
Restaurants and hotels,2025-01-01,100.628,96.49865523956,2025,574.453
Restaurants and hotels,2025-02-01,100.747,96.49865523956,2025,574.453
Restaurants and hotels,2025-03-01,100.862,96.49865523956,2025,574.453
Restaurants and hotels,2025-04-01,100.975,96.49865523956,2025,574.453
Restaurants and hotels,2025-05-01,101.081,96.49865523956,2025,574.453
Restaurants and hotels,2025-06-01,101.09,96.49865523956,2025,574.453
Restaurants and hotels,2025-07-01,101.204,96.49865523956,2025,574.453
Restaurants and hotels,2025-08-01,101.304,96.49865523956,2025,574.453
Restaurants and hotels,2025-09-01,101.488,96.49865523956,2025,574.453
Restaurants and hotels,2025-10-01,101.671,96.49865523956,2025,574.453
Transport,2011-01-01,69.057,120.13082648311,2011,361.418
Transport,2011-02-01,67.475,127.43908847514,2011,361.418
Transport,2011-03-01,67.101,138.374412181,2011,361.418
Transport,2011-04-01,68.28,148.26435485959,2011,361.418
Transport,2011-05-01,67.906,139.06135555093,2011,361.418
Transport,2011-06-01,67.891,138.72306013319,2011,361.418
Transport,2011-07-01,69.734,141.94397979857,2011,361.418
Transport,2011-08-01,70.841,134.60285853754,2011,361.418
Transport,2011-09-01,70.029,135.38982620077,2011,361.418
Transport,2011-10-01,69.987,133.58900883856,2011,361.418
Transport,2011-11-01,70.968,133.96953867159,2011,361.418
Transport,2011-12-01,71.8,131.0925390605,2011,361.418
Transport,2012-01-01,71.463,134.11352856146,2012,377.449
Transport,2012-02-01,70.438,142.7871437031,2012,377.449
Transport,2012-03-01,72.87,147.88340346397,2012,377.449
Transport,2012-04-01,73.395,142.42801169258,2012,377.449
Transport,2012-05-01,74.106,132.27917090896,2012,377.449
Transport,2012-06-01,73.783,115.96677036253,2012,377.449
Transport,2012-07-01,73.671,124.55944939168,2012,377.449
Transport,2012-08-01,75.106,135.37886781029,2012,377.449
Transport,2012-09-01,76.73,135.21456485277,2012,377.449
Transport,2012-10-01,75.214,134.15051036755,2012,377.449
Transport,2012-11-01,75.36,132.33350046751,2012,377.449
Transport,2012-12-01,77.646,132.37473716727,2012,377.449
Transport,2013-01-01,77.505,135.93198153235,2013,395.633
Transport,2013-02-01,80.21,139.79240051329,2013,395.633
Transport,2013-03-01,77.912,132.53688317922,2013,395.633
Transport,2013-04-01,73.762,126.60937469563,2013,395.633
Transport,2013-05-01,72.006,126.30164168444,2013,395.633
Transport,2013-06-01,72.629,125.71450215024,2013,395.633
Transport,2013-07-01,74.9,129.88631425274,2013,395.633
Transport,2013-08-01,75.235,133.04242050068,2013,395.633
Transport,2013-09-01,75.572,133.77322248939,2013,395.633
Transport,2013-10-01,76.953,131.745192966,2013,395.633
Transport,2013-11-01,77.543,130.34830337691,2013,395.633
Transport,2013-12-01,76.001,134.15338102158,2013,395.633
Transport,2014-01-01,75.166,131.21821073733,2014,411.203
Transport,2014-02-01,75.641,133.96655058107,2014,411.203
Transport,2014-03-01,76.089,130.66761978161,2014,411.203
Transport,2014-04-01,76.121,130.67833077146,2014,411.203
Transport,2014-05-01,74.89,132.32730088101,2014,411.203
Transport,2014-06-01,74.735,134.32371694167,2014,411.203
Transport,2014-07-01,74.591,127.94733367714,2014,411.203
Transport,2014-08-01,74.904,122.39020436574,2014,411.203
Transport,2014-09-01,74.746,117.43723625729,2014,411.203
Transport,2014-10-01,74.479,106.77311100541,2014,411.203
Transport,2014-11-01,74.098,97.30346208484,2014,411.203
Transport,2014-12-01,73.703,79.79521568896,2014,411.203
Transport,2015-01-01,72.876,63.74908099905,2015,423.444
Transport,2015-02-01,72.821,73.7661946658,2015,423.444
Transport,2015-03-01,74.041,71.14510517814,2015,423.444
Transport,2015-04-01,75.033,73.35885198935,2015,423.444
Transport,2015-05-01,75.533,79.25739760999,2015,423.444
Transport,2015-06-01,75.437,76.68485816076,2015,423.444
Transport,2015-07-01,74.672,69.97397856757,2015,423.444
Transport,2015-08-01,73.22,60.2653078988,2015,423.444
Transport,2015-09-01,73.147,60.30927899984,2015,423.444
Transport,2015-10-01,73.224,60.50797016356,2015,423.444
Transport,2015-11-01,73.252,55.87089746843,2015,423.444
Transport,2015-12-01,73.08,48.30035030932,2015,423.444
Transport,2016-01-01,71.772,40.85613576544,2016,439.313
Transport,2016-02-01,70.722,42.84032596702,2016,439.313
Transport,2016-03-01,70.872,48.74117216575,2016,439.313
Transport,2016-04-01,70.997,52.27638246936,2016,439.313
Transport,2016-05-01,71.211,57.65393070474,2016,439.313
Transport,2016-06-01,72.187,60.2313572061,2016,439.313
Transport,2016-07-01,72.104,57.27880424145,2016,439.313
Transport,2016-08-01,72.693,58.41562604055,2016,439.313
Transport,2016-09-01,72.772,59.08669511717,2016,439.313
Transport,2016-10-01,73.05,64.394119652,2016,439.313
Transport,2016-11-01,73.058,60.92628963232,2016,439.313
Transport,2016-12-01,73.693,69.58576556728,2016,439.313
Transport,2017-01-01,73.795,70.23070326191,2017,458.981
Transport,2017-02-01,73.685,70.09883077985,2017,458.981
Transport,2017-03-01,74.038,65.93761041425,2017,458.981
Transport,2017-04-01,74.322,67.43688044593,2017,458.981
Transport,2017-05-01,73.89,64.86642013185,2017,458.981
Transport,2017-06-01,73.482,60.60971168123,2017,458.981
Transport,2017-07-01,73.557,62.90735989839,2017,458.981
Transport,2017-08-01,73.733,66.40945721224,2017,458.981
Transport,2017-09-01,73.538,70.74093857992,2017,458.981
Transport,2017-10-01,73.875,73.27645764667,2017,458.981
Transport,2017-11-01,74.946,78.95326292098,2017,458.981
Transport,2017-12-01,74.707,80.82823822651,2017,458.981
Transport,2018-01-01,74.323,87.41186077085,2018,474.825
Transport,2018-02-01,74.153,82.11150234942,2018,474.825
Transport,2018-03-01,73.663,82.81470943499,2018,474.825
Transport,2018-04-01,73.774,88.39745161513,2018,474.825
Transport,2018-05-01,73.916,94.59639606445,2018,474.825
Transport,2018-06-01,73.68,93.66852843184,2018,474.825
Transport,2018-07-01,73.33,93.02886321127,2018,474.825
Transport,2018-08-01,73.57,91.9861252694,2018,474.825
Transport,2018-09-01,73.434,98.72449947898,2018,474.825
Transport,2018-10-01,73.482,100.22216927105,2018,474.825
Transport,2018-11-01,72.894,84.43680708935,2018,474.825
Transport,2018-12-01,72.76,74.89874647623,2018,474.825
Transport,2019-01-01,72.713,76.20477086944,2019,481.035
Transport,2019-02-01,73.131,80.08603918756,2019,481.035
Transport,2019-03-01,73.333,82.22320089448,2019,481.035
Transport,2019-04-01,75.128,86.42673201639,2019,481.035
Transport,2019-05-01,75.28,85.17577272239,2019,481.035
Transport,2019-06-01,73.982,76.33927157328,2019,481.035
Transport,2019-07-01,73.659,77.03842163234,2019,481.035
Transport,2019-08-01,74.481,71.59163373571,2019,481.035
Transport,2019-09-01,74.045,75.5647419957,2019,481.035
Transport,2019-10-01,74.667,72.67367319761,2019,481.035
Transport,2019-11-01,74.475,76.6176460807,2019,481.035
Transport,2019-12-01,74.976,79.07866333164,2019,481.035
Transport,2020-01-01,75.748,76.05782805784,2020,462.685
Transport,2020-02-01,74.398,66.30874082927,2020,462.685
Transport,2020-03-01,73.402,42.6472477596,2020,462.685
Transport,2020-04-01,72.156,31.63231012178,2020,462.685
Transport,2020-05-01,71.708,39.24687580089,2020,462.685
Transport,2020-06-01,71.703,48.5231595002,2020,462.685
Transport,2020-07-01,72.664,51.6497454882,2020,462.685
Transport,2020-08-01,73.394,54.30174528329,2020,462.685
Transport,2020-09-01,74.396,51.16881771972,2020,462.685
Transport,2020-10-01,74.254,51.62079340516,2020,462.685
Transport,2020-11-01,74.168,55.30181595459,2020,462.685
Transport,2020-12-01,75.432,63.74668437007,2020,462.685
Transport,2021-01-01,76.228,69.882566118,2021,507.829
Transport,2021-02-01,76.654,80.38194347312,2021,507.829
Transport,2021-03-01,77.531,80.76523673477,2021,507.829
Transport,2021-04-01,79.165,80.80171766567,2021,507.829
Transport,2021-05-01,79.591,86.28486080925,2021,507.829
Transport,2021-06-01,79.65,93.91895277955,2021,507.829
Transport,2021-07-01,79.621,98.28941653097,2021,507.829
Transport,2021-08-01,79.493,96.32359893158,2021,507.829
Transport,2021-09-01,80.567,107.17858644213,2021,507.829
Transport,2021-10-01,82.459,123.36989210288,2021,507.829
Transport,2021-11-01,84.666,115.00870344115,2021,507.829
Transport,2021-12-01,85.77,112.37295836686,2021,507.829
Transport,2022-01-01,85.869,121.30988558842,2022,528.69
Transport,2022-02-01,87.974,133.31424055374,2022,528.69
Transport,2022-03-01,92.015,166.73239302763,2022,528.69
Transport,2022-04-01,91.442,153.18659162076,2022,528.69
Transport,2022-05-01,91.92,163.63299774551,2022,528.69
Transport,2022-06-01,94.653,173.48221112801,2022,528.69
Transport,2022-07-01,94.737,171.75250650949,2022,528.69
Transport,2022-08-01,95.508,172.77086426625,2022,528.69
Transport,2022-09-01,95.861,158.17363839615,2022,528.69
Transport,2022-10-01,95.205,146.1725229079,2022,528.69
Transport,2022-11-01,97.237,139.44136053757,2022,528.69
Transport,2022-12-01,96.671,130.91804770227,2022,528.69
Transport,2023-01-01,96.107,119.29483540626,2023,538.32
Transport,2023-02-01,96.524,110.53012409471,2023,538.32
Transport,2023-03-01,97.681,103.46584154991,2023,538.32
Transport,2023-04-01,99.266,109.26437084516,2023,538.32
Transport,2023-05-01,97.405,96.90788941533,2023,538.32
Transport,2023-06-01,99.041,95.17403636424,2023,538.32
Transport,2023-07-01,98.21,100.85881612729,2023,538.32
Transport,2023-08-01,100.093,108.71200636355,2023,538.32
Transport,2023-09-01,101.93,117.72930651723,2023,538.32
Transport,2023-10-01,103.184,115.68359866876,2023,538.32
Transport,2023-11-01,99.996,106.19514291231,2023,538.32
Transport,2023-12-01,100.45,99.6081618902,2023,538.32
Transport,2024-01-01,99.173,101.17928818347,2024,561.941
Transport,2024-02-01,99.634,102.22068193194,2024,561.941
Transport,2024-03-01,99.353,104.23481988276,2024,561.941
Transport,2024-04-01,100.052,109.59439107507,2024,561.941
Transport,2024-05-01,100.073,102.61900688816,2024,561.941
Transport,2024-06-01,99.621,103.76640070701,2024,561.941
Transport,2024-07-01,99.742,105.97956577776,2024,561.941
Transport,2024-08-01,99.723,102.64616092659,2024,561.941
Transport,2024-09-01,100.262,95.37315593015,2024,561.941
Transport,2024-10-01,101.381,97.67069300607,2024,561.941
Transport,2024-11-01,100.232,96.51379612081,2024,561.941
Transport,2024-12-01,100.755,96.49865523956,2024,561.941
Transport,2025-01-01,102.277,96.49865523956,2025,574.453
Transport,2025-02-01,101.462,96.49865523956,2025,574.453
Transport,2025-03-01,101.22,96.49865523956,2025,574.453
Transport,2025-04-01,101.883,96.49865523956,2025,574.453
Transport,2025-05-01,101.82,96.49865523956,2025,574.453
Transport,2025-06-01,101.602,96.49865523956,2025,574.453
Transport,2025-07-01,101.822,96.49865523956,2025,574.453
Transport,2025-08-01,102.053,96.49865523956,2025,574.453
Transport,2025-09-01,103.679,96.49865523956,2025,574.453
Transport,2025-10-01,104.846,96.49865523956,2025,574.453
