"COUNTRY","COICOP_1999","FREQUENCY","TIME_PERIOD","OBS_VALUE"
"Philippines","Miscellaneous goods and services","Monthly","2024-M09",""
"Philippines","Miscellaneous goods and services","Monthly","2024-M10",""
"Philippines","Miscellaneous goods and services","Monthly","2024-M11",""
"Philippines","Miscellaneous goods and services","Monthly","2024-M12",""
"Philippines","Miscellaneous goods and services","Monthly","2025-M01",""
"Philippines","Miscellaneous goods and services","Monthly","2025-M02",""
"Philippines","Miscellaneous goods and services","Monthly","2025-M03",""
"Philippines","Miscellaneous goods and services","Monthly","2025-M04",""
"Philippines","Miscellaneous goods and services","Monthly","2025-M05",""
"Philippines","Miscellaneous goods and services","Monthly","2025-M06",""
"Philippines","Miscellaneous goods and services","Monthly","2025-M07",""
"Philippines","Miscellaneous goods and services","Monthly","2025-M08",""
"Philippines","Miscellaneous goods and services","Monthly","2025-M09",""
"Philippines","Miscellaneous goods and services","Monthly","2025-M10",""
"Philippines","Miscellaneous goods and services","Monthly","2025-M11",""
"Malaysia","Recreation and culture","Monthly","2011-M01","99.7"
"Malaysia","Recreation and culture","Monthly","2011-M02","100.5"
"Malaysia","Recreation and culture","Monthly","2011-M03","100.4"
"Malaysia","Recreation and culture","Monthly","2011-M04","101.9"
"Malaysia","Recreation and culture","Monthly","2011-M05","101.9"
"Malaysia","Recreation and culture","Monthly","2011-M06","101.9"
"Malaysia","Recreation and culture","Monthly","2011-M07","102.3"
"Malaysia","Recreation and culture","Monthly","2011-M08","102.9"
"Malaysia","Recreation and culture","Monthly","2011-M09","102.9"
"Malaysia","Recreation and culture","Monthly","2011-M10","103"
"Malaysia","Recreation and culture","Monthly","2011-M11","103.1"
"Malaysia","Recreation and culture","Monthly","2011-M12","103.1"
"Malaysia","Recreation and culture","Monthly","2012-M01","103.2"
"Malaysia","Recreation and culture","Monthly","2012-M02","103.4"
"Malaysia","Recreation and culture","Monthly","2012-M03","103.2"
"Malaysia","Recreation and culture","Monthly","2012-M04","103.2"
"Malaysia","Recreation and culture","Monthly","2012-M05","103.2"
"Malaysia","Recreation and culture","Monthly","2012-M06","103.2"
"Malaysia","Recreation and culture","Monthly","2012-M07","103.3"
"Malaysia","Recreation and culture","Monthly","2012-M08","103.2"
"Malaysia","Recreation and culture","Monthly","2012-M09","103.1"
"Malaysia","Recreation and culture","Monthly","2012-M10","103.1"
"Malaysia","Recreation and culture","Monthly","2012-M11","103"
"Malaysia","Recreation and culture","Monthly","2012-M12","103"
"Malaysia","Recreation and culture","Monthly","2013-M01","103.1"
"Malaysia","Recreation and culture","Monthly","2013-M02","103.2"
"Malaysia","Recreation and culture","Monthly","2013-M03","103.2"
"Malaysia","Recreation and culture","Monthly","2013-M04","103.1"
"Malaysia","Recreation and culture","Monthly","2013-M05","103"
"Malaysia","Recreation and culture","Monthly","2013-M06","103"
"Malaysia","Recreation and culture","Monthly","2013-M07","103"
"Malaysia","Recreation and culture","Monthly","2013-M08","103.1"
"Malaysia","Recreation and culture","Monthly","2013-M09","103"
"Malaysia","Recreation and culture","Monthly","2013-M10","103"
"Malaysia","Recreation and culture","Monthly","2013-M11","103.6"
"Malaysia","Recreation and culture","Monthly","2013-M12","104.9"
"Malaysia","Recreation and culture","Monthly","2014-M01","104.8"
"Malaysia","Recreation and culture","Monthly","2014-M02","104.9"
"Malaysia","Recreation and culture","Monthly","2014-M03","104.9"
"Malaysia","Recreation and culture","Monthly","2014-M04","104.9"
"Malaysia","Recreation and culture","Monthly","2014-M05","105"
"Malaysia","Recreation and culture","Monthly","2014-M06","105"
"Malaysia","Recreation and culture","Monthly","2014-M07","105"
"Malaysia","Recreation and culture","Monthly","2014-M08","105"
"Malaysia","Recreation and culture","Monthly","2014-M09","105"
"Malaysia","Recreation and culture","Monthly","2014-M10","104.9"
"Malaysia","Recreation and culture","Monthly","2014-M11","104.9"
"Malaysia","Recreation and culture","Monthly","2014-M12","104.9"
"Malaysia","Recreation and culture","Monthly","2015-M01","105.3"
"Malaysia","Recreation and culture","Monthly","2015-M02","105.7"
"Malaysia","Recreation and culture","Monthly","2015-M03","105.5"
"Malaysia","Recreation and culture","Monthly","2015-M04","106.5"
"Malaysia","Recreation and culture","Monthly","2015-M05","106.7"
"Malaysia","Recreation and culture","Monthly","2015-M06","106.8"
"Malaysia","Recreation and culture","Monthly","2015-M07","107"
"Malaysia","Recreation and culture","Monthly","2015-M08","107.2"
"Malaysia","Recreation and culture","Monthly","2015-M09","107.4"
"Malaysia","Recreation and culture","Monthly","2015-M10","107.4"
"Malaysia","Recreation and culture","Monthly","2015-M11","107.6"
"Malaysia","Recreation and culture","Monthly","2015-M12","107.6"
"Malaysia","Recreation and culture","Monthly","2016-M01","107.7"
"Malaysia","Recreation and culture","Monthly","2016-M02","108.2"
"Malaysia","Recreation and culture","Monthly","2016-M03","108.2"
"Malaysia","Recreation and culture","Monthly","2016-M04","108.2"
"Malaysia","Recreation and culture","Monthly","2016-M05","108.3"
"Malaysia","Recreation and culture","Monthly","2016-M06","108.3"
"Malaysia","Recreation and culture","Monthly","2016-M07","108.8"
"Malaysia","Recreation and culture","Monthly","2016-M08","111.1"
"Malaysia","Recreation and culture","Monthly","2016-M09","111.1"
"Malaysia","Recreation and culture","Monthly","2016-M10","111.2"
"Malaysia","Recreation and culture","Monthly","2016-M11","111"
"Malaysia","Recreation and culture","Monthly","2016-M12","111.1"
"Malaysia","Recreation and culture","Monthly","2017-M01","111.2"
"Malaysia","Recreation and culture","Monthly","2017-M02","111.6"
"Malaysia","Recreation and culture","Monthly","2017-M03","111.4"
"Malaysia","Recreation and culture","Monthly","2017-M04","111.4"
"Malaysia","Recreation and culture","Monthly","2017-M05","111.4"
"Malaysia","Recreation and culture","Monthly","2017-M06","111.5"
"Malaysia","Recreation and culture","Monthly","2017-M07","111.6"
"Malaysia","Recreation and culture","Monthly","2017-M08","111.5"
"Malaysia","Recreation and culture","Monthly","2017-M09","111.5"
"Malaysia","Recreation and culture","Monthly","2017-M10","111.6"
"Malaysia","Recreation and culture","Monthly","2017-M11","111.7"
"Malaysia","Recreation and culture","Monthly","2017-M12","111.7"
"Malaysia","Recreation and culture","Monthly","2018-M01","111.8"
"Malaysia","Recreation and culture","Monthly","2018-M02","112"
"Malaysia","Recreation and culture","Monthly","2018-M03","112"
"Malaysia","Recreation and culture","Monthly","2018-M04","112.1"
"Malaysia","Recreation and culture","Monthly","2018-M05","112"
"Malaysia","Recreation and culture","Monthly","2018-M06","108.7"
"Malaysia","Recreation and culture","Monthly","2018-M07","108.9"
"Malaysia","Recreation and culture","Monthly","2018-M08","109"
"Malaysia","Recreation and culture","Monthly","2018-M09","111.3"
"Malaysia","Recreation and culture","Monthly","2018-M10","111.4"
"Malaysia","Recreation and culture","Monthly","2018-M11","111.4"
"Malaysia","Recreation and culture","Monthly","2018-M12","111.5"
"Malaysia","Recreation and culture","Monthly","2019-M01","111.4"
"Malaysia","Recreation and culture","Monthly","2019-M02","111.6"
"Malaysia","Recreation and culture","Monthly","2019-M03","111.5"
"Malaysia","Recreation and culture","Monthly","2019-M04","111.6"
"Malaysia","Recreation and culture","Monthly","2019-M05","111.5"
"Malaysia","Recreation and culture","Monthly","2019-M06","111.6"
"Malaysia","Recreation and culture","Monthly","2019-M07","111.5"
"Malaysia","Recreation and culture","Monthly","2019-M08","111.5"
"Malaysia","Recreation and culture","Monthly","2019-M09","112.2"
"Malaysia","Recreation and culture","Monthly","2019-M10","112.2"
"Malaysia","Recreation and culture","Monthly","2019-M11","112.3"
"Malaysia","Recreation and culture","Monthly","2019-M12","112.2"
"Malaysia","Recreation and culture","Monthly","2020-M01","112.4"
"Malaysia","Recreation and culture","Monthly","2020-M02","112.4"
"Malaysia","Recreation and culture","Monthly","2020-M03","112.3"
"Malaysia","Recreation and culture","Monthly","2020-M04","112.3"
"Malaysia","Recreation and culture","Monthly","2020-M05","112.3"
"Malaysia","Recreation and culture","Monthly","2020-M06","112.3"
"Malaysia","Recreation and culture","Monthly","2020-M07","112.3"
"Malaysia","Recreation and culture","Monthly","2020-M08","112.2"
"Malaysia","Recreation and culture","Monthly","2020-M09","112.3"
"Malaysia","Recreation and culture","Monthly","2020-M10","112.4"
"Malaysia","Recreation and culture","Monthly","2020-M11","112.4"
"Malaysia","Recreation and culture","Monthly","2020-M12","112.4"
"Malaysia","Recreation and culture","Monthly","2021-M01","112.5"
"Malaysia","Recreation and culture","Monthly","2021-M02","112.5"
"Malaysia","Recreation and culture","Monthly","2021-M03","112.9"
"Malaysia","Recreation and culture","Monthly","2021-M04","113.1"
"Malaysia","Recreation and culture","Monthly","2021-M05","113"
"Malaysia","Recreation and culture","Monthly","2021-M06","113"
"Malaysia","Recreation and culture","Monthly","2021-M07","113"
"Malaysia","Recreation and culture","Monthly","2021-M08","113"
"Malaysia","Recreation and culture","Monthly","2021-M09","113"
"Malaysia","Recreation and culture","Monthly","2021-M10","112.6"
"Malaysia","Recreation and culture","Monthly","2021-M11","112.6"
"Malaysia","Recreation and culture","Monthly","2021-M12","112.9"
"Malaysia","Recreation and culture","Monthly","2022-M01","113.8"
"Malaysia","Recreation and culture","Monthly","2022-M02","114.3"
"Malaysia","Recreation and culture","Monthly","2022-M03","114.1"
"Malaysia","Recreation and culture","Monthly","2022-M04","114.6"
"Malaysia","Recreation and culture","Monthly","2022-M05","115"
"Malaysia","Recreation and culture","Monthly","2022-M06","115.5"
"Malaysia","Recreation and culture","Monthly","2022-M07","115.8"
"Malaysia","Recreation and culture","Monthly","2022-M08","116.1"
"Malaysia","Recreation and culture","Monthly","2022-M09","116.5"
"Malaysia","Recreation and culture","Monthly","2022-M10","116.4"
"Malaysia","Recreation and culture","Monthly","2022-M11","116.6"
"Malaysia","Recreation and culture","Monthly","2022-M12","115.6"
"Malaysia","Recreation and culture","Monthly","2023-M01","116.9"
"Malaysia","Recreation and culture","Monthly","2023-M02","116.3"
"Malaysia","Recreation and culture","Monthly","2023-M03","116.3"
"Malaysia","Recreation and culture","Monthly","2023-M04","116.7"
"Malaysia","Recreation and culture","Monthly","2023-M05","117.1"
"Malaysia","Recreation and culture","Monthly","2023-M06","117.4"
"Malaysia","Recreation and culture","Monthly","2023-M07","117.1"
"Malaysia","Recreation and culture","Monthly","2023-M08","117.3"
"Malaysia","Recreation and culture","Monthly","2023-M09","117.2"
"Malaysia","Recreation and culture","Monthly","2023-M10","117.2"
"Malaysia","Recreation and culture","Monthly","2023-M11","117.3"
"Malaysia","Recreation and culture","Monthly","2023-M12","117.8"
"Malaysia","Recreation and culture","Monthly","2024-M01","117.8"
"Malaysia","Recreation and culture","Monthly","2024-M02","118.2"
"Malaysia","Recreation and culture","Monthly","2024-M03","118"
"Malaysia","Recreation and culture","Monthly","2024-M04","119"
"Malaysia","Recreation and culture","Monthly","2024-M05","119.3"
"Malaysia","Recreation and culture","Monthly","2024-M06","119.6"
"Malaysia","Recreation and culture","Monthly","2024-M07","119.7"
"Malaysia","Recreation and culture","Monthly","2024-M08","119.7"
"Malaysia","Recreation and culture","Monthly","2024-M09","119.7"
"Malaysia","Recreation and culture","Monthly","2024-M10","119.6"
"Malaysia","Recreation and culture","Monthly","2024-M11","119.7"
"Malaysia","Recreation and culture","Monthly","2024-M12","119.8"
"Malaysia","Recreation and culture","Monthly","2025-M01","119.9"
"Malaysia","Recreation and culture","Monthly","2025-M02","120"
"Malaysia","Recreation and culture","Monthly","2025-M03","120"
"Malaysia","Recreation and culture","Monthly","2025-M04","120.5"
"Malaysia","Recreation and culture","Monthly","2025-M05","120.4"
"Malaysia","Recreation and culture","Monthly","2025-M06","120.5"
"Malaysia","Recreation and culture","Monthly","2025-M07","120.6"
"Malaysia","Recreation and culture","Monthly","2025-M08","120.8"
"Malaysia","Recreation and culture","Monthly","2025-M09","120.8"
"Malaysia","Recreation and culture","Monthly","2025-M10","121"
"Indonesia","Health","Monthly","2011-M01",""
"Indonesia","Health","Monthly","2011-M02",""
"Indonesia","Health","Monthly","2011-M03",""
"Indonesia","Health","Monthly","2011-M04",""
"Indonesia","Health","Monthly","2011-M05",""
"Indonesia","Health","Monthly","2011-M06",""
"Indonesia","Health","Monthly","2011-M07",""
"Indonesia","Health","Monthly","2011-M08",""
"Indonesia","Health","Monthly","2011-M09",""
"Indonesia","Health","Monthly","2011-M10",""
"Indonesia","Health","Monthly","2011-M11",""
"Indonesia","Health","Monthly","2011-M12",""
"Indonesia","Health","Monthly","2012-M01",""
"Indonesia","Health","Monthly","2012-M02",""
"Indonesia","Health","Monthly","2012-M03",""
"Indonesia","Health","Monthly","2012-M04",""
"Indonesia","Health","Monthly","2012-M05",""
"Indonesia","Health","Monthly","2012-M06",""
"Indonesia","Health","Monthly","2012-M07",""
"Indonesia","Health","Monthly","2012-M08",""
"Indonesia","Health","Monthly","2012-M09",""
"Indonesia","Health","Monthly","2012-M10",""
"Indonesia","Health","Monthly","2012-M11",""
"Indonesia","Health","Monthly","2012-M12",""
"Indonesia","Health","Monthly","2013-M01",""
"Indonesia","Health","Monthly","2013-M02",""
"Indonesia","Health","Monthly","2013-M03",""
"Indonesia","Health","Monthly","2013-M04",""
"Indonesia","Health","Monthly","2013-M05",""
"Indonesia","Health","Monthly","2013-M06",""
"Indonesia","Health","Monthly","2013-M07",""
"Indonesia","Health","Monthly","2013-M08",""
"Indonesia","Health","Monthly","2013-M09",""
"Indonesia","Health","Monthly","2013-M10",""
"Indonesia","Health","Monthly","2013-M11",""
"Indonesia","Health","Monthly","2013-M12",""
"Indonesia","Health","Monthly","2014-M01",""
"Indonesia","Health","Monthly","2014-M02",""
"Indonesia","Health","Monthly","2014-M03",""
"Indonesia","Health","Monthly","2014-M04",""
"Indonesia","Health","Monthly","2014-M05",""
"Indonesia","Health","Monthly","2014-M06",""
"Indonesia","Health","Monthly","2014-M07",""
"Indonesia","Health","Monthly","2014-M08",""
"Indonesia","Health","Monthly","2014-M09",""
"Indonesia","Health","Monthly","2014-M10",""
"Indonesia","Health","Monthly","2014-M11",""
"Indonesia","Health","Monthly","2014-M12",""
"Indonesia","Health","Monthly","2015-M01",""
"Indonesia","Health","Monthly","2015-M02",""
"Indonesia","Health","Monthly","2015-M03",""
"Indonesia","Health","Monthly","2015-M04",""
"Indonesia","Health","Monthly","2015-M05",""
"Indonesia","Health","Monthly","2015-M06",""
"Indonesia","Health","Monthly","2015-M07",""
"Indonesia","Health","Monthly","2015-M08",""
"Indonesia","Health","Monthly","2015-M09",""
"Indonesia","Health","Monthly","2015-M10",""
"Indonesia","Health","Monthly","2015-M11",""
"Indonesia","Health","Monthly","2015-M12",""
"Indonesia","Health","Monthly","2016-M01",""
"Indonesia","Health","Monthly","2016-M02",""
"Indonesia","Health","Monthly","2016-M03",""
"Indonesia","Health","Monthly","2016-M04",""
"Indonesia","Health","Monthly","2016-M05",""
"Indonesia","Health","Monthly","2016-M06",""
"Indonesia","Health","Monthly","2016-M07",""
"Indonesia","Health","Monthly","2016-M08",""
"Indonesia","Health","Monthly","2016-M09",""
"Indonesia","Health","Monthly","2016-M10",""
"Indonesia","Health","Monthly","2016-M11",""
"Indonesia","Health","Monthly","2016-M12",""
"Indonesia","Health","Monthly","2017-M01",""
"Indonesia","Health","Monthly","2017-M02",""
"Indonesia","Health","Monthly","2017-M03",""
"Indonesia","Health","Monthly","2017-M04",""
"Indonesia","Health","Monthly","2017-M05",""
"Indonesia","Health","Monthly","2017-M06",""
"Indonesia","Health","Monthly","2017-M07",""
"Indonesia","Health","Monthly","2017-M08",""
"Indonesia","Health","Monthly","2017-M09",""
"Indonesia","Health","Monthly","2017-M10",""
"Indonesia","Health","Monthly","2017-M11",""
"Indonesia","Health","Monthly","2017-M12",""
"Indonesia","Health","Monthly","2018-M01",""
"Indonesia","Health","Monthly","2018-M02",""
"Indonesia","Health","Monthly","2018-M03",""
"Indonesia","Health","Monthly","2018-M04",""
"Indonesia","Health","Monthly","2018-M05",""
"Indonesia","Health","Monthly","2018-M06",""
"Indonesia","Health","Monthly","2018-M07",""
"Indonesia","Health","Monthly","2018-M08",""
"Indonesia","Health","Monthly","2018-M09",""
"Indonesia","Health","Monthly","2018-M10",""
"Indonesia","Health","Monthly","2018-M11",""
"Indonesia","Health","Monthly","2018-M12",""
"Indonesia","Health","Monthly","2019-M01",""
"Indonesia","Health","Monthly","2019-M02",""
"Indonesia","Health","Monthly","2019-M03",""
"Indonesia","Health","Monthly","2019-M04",""
"Indonesia","Health","Monthly","2019-M05",""
"Indonesia","Health","Monthly","2019-M06",""
"Indonesia","Health","Monthly","2019-M07",""
"Indonesia","Health","Monthly","2019-M08",""
"Indonesia","Health","Monthly","2019-M09",""
"Indonesia","Health","Monthly","2019-M10",""
"Indonesia","Health","Monthly","2019-M11",""
"Indonesia","Health","Monthly","2019-M12",""
"Indonesia","Health","Monthly","2020-M01",""
"Indonesia","Health","Monthly","2020-M02",""
"Indonesia","Health","Monthly","2020-M03",""
"Indonesia","Health","Monthly","2020-M04",""
"Indonesia","Health","Monthly","2020-M05",""
"Indonesia","Health","Monthly","2020-M06",""
"Indonesia","Health","Monthly","2020-M07",""
"Indonesia","Health","Monthly","2020-M08",""
"Indonesia","Health","Monthly","2020-M09",""
"Indonesia","Health","Monthly","2020-M10",""
"Indonesia","Health","Monthly","2020-M11",""
"Indonesia","Health","Monthly","2020-M12",""
"Indonesia","Health","Monthly","2021-M01",""
"Indonesia","Health","Monthly","2021-M02",""
"Indonesia","Health","Monthly","2021-M03",""
"Indonesia","Health","Monthly","2021-M04",""
"Indonesia","Health","Monthly","2021-M05",""
"Indonesia","Health","Monthly","2021-M06",""
"Indonesia","Health","Monthly","2021-M07",""
"Indonesia","Health","Monthly","2021-M08",""
"Indonesia","Health","Monthly","2021-M09",""
"Indonesia","Health","Monthly","2021-M10",""
"Indonesia","Health","Monthly","2021-M11",""
"Indonesia","Health","Monthly","2021-M12",""
"Indonesia","Health","Monthly","2022-M01",""
"Indonesia","Health","Monthly","2022-M02",""
"Indonesia","Health","Monthly","2022-M03",""
"Indonesia","Health","Monthly","2022-M04",""
"Indonesia","Health","Monthly","2022-M05",""
"Indonesia","Health","Monthly","2022-M06",""
"Indonesia","Health","Monthly","2022-M07",""
"Indonesia","Health","Monthly","2022-M08",""
"Indonesia","Health","Monthly","2022-M09",""
"Indonesia","Health","Monthly","2022-M10",""
"Indonesia","Health","Monthly","2022-M11",""
"Indonesia","Health","Monthly","2022-M12",""
"Indonesia","Health","Monthly","2023-M01",""
"Indonesia","Health","Monthly","2023-M02",""
"Indonesia","Health","Monthly","2023-M03",""
"Indonesia","Health","Monthly","2023-M04",""
"Indonesia","Health","Monthly","2023-M05",""
"Indonesia","Health","Monthly","2023-M06",""
"Indonesia","Health","Monthly","2023-M07",""
"Indonesia","Health","Monthly","2023-M08",""
"Indonesia","Health","Monthly","2023-M09",""
"Indonesia","Health","Monthly","2023-M10",""
"Indonesia","Health","Monthly","2023-M11",""
"Indonesia","Health","Monthly","2023-M12",""
"Indonesia","Health","Monthly","2024-M01",""
"Indonesia","Health","Monthly","2024-M02",""
"Indonesia","Health","Monthly","2024-M03",""
"Indonesia","Health","Monthly","2024-M04",""
"Indonesia","Health","Monthly","2024-M05",""
"Indonesia","Health","Monthly","2024-M06",""
"Indonesia","Health","Monthly","2024-M07",""
"Indonesia","Health","Monthly","2024-M08",""
"Indonesia","Health","Monthly","2024-M09",""
"Indonesia","Health","Monthly","2024-M10",""
"Indonesia","Health","Monthly","2024-M11",""
"Indonesia","Health","Monthly","2024-M12",""
"Indonesia","Health","Monthly","2025-M01",""
"Indonesia","Health","Monthly","2025-M02",""
"Indonesia","Health","Monthly","2025-M03",""
"Indonesia","Health","Monthly","2025-M04",""
"Indonesia","Health","Monthly","2025-M05",""
"Indonesia","Health","Monthly","2025-M06",""
"Indonesia","Health","Monthly","2025-M07",""
"Indonesia","Health","Monthly","2025-M08",""
"Indonesia","Health","Monthly","2025-M09",""
"Indonesia","Health","Monthly","2025-M10",""
"Indonesia","Health","Monthly","2025-M11",""
"Indonesia","Communication","Monthly","2011-M01",""
"Indonesia","Communication","Monthly","2011-M02",""
"Indonesia","Communication","Monthly","2011-M03",""
"Indonesia","Communication","Monthly","2011-M04",""
"Indonesia","Communication","Monthly","2011-M05",""
"Indonesia","Communication","Monthly","2011-M06",""
"Indonesia","Communication","Monthly","2011-M07",""
"Indonesia","Communication","Monthly","2011-M08",""
"Indonesia","Communication","Monthly","2011-M09",""
"Indonesia","Communication","Monthly","2011-M10",""
"Indonesia","Communication","Monthly","2011-M11",""
"Indonesia","Communication","Monthly","2011-M12",""
"Indonesia","Communication","Monthly","2012-M01",""
"Indonesia","Communication","Monthly","2012-M02",""
"Indonesia","Communication","Monthly","2012-M03",""
"Indonesia","Communication","Monthly","2012-M04",""
"Indonesia","Communication","Monthly","2012-M05",""
"Indonesia","Communication","Monthly","2012-M06",""
"Indonesia","Communication","Monthly","2012-M07",""
"Indonesia","Communication","Monthly","2012-M08",""
"Indonesia","Communication","Monthly","2012-M09",""
"Indonesia","Communication","Monthly","2012-M10",""
"Indonesia","Communication","Monthly","2012-M11",""
"Indonesia","Communication","Monthly","2012-M12",""
"Indonesia","Communication","Monthly","2013-M01",""
"Indonesia","Communication","Monthly","2013-M02",""
"Indonesia","Communication","Monthly","2013-M03",""
"Indonesia","Communication","Monthly","2013-M04",""
"Indonesia","Communication","Monthly","2013-M05",""
"Indonesia","Communication","Monthly","2013-M06",""
"Indonesia","Communication","Monthly","2013-M07",""
"Indonesia","Communication","Monthly","2013-M08",""
"Indonesia","Communication","Monthly","2013-M09",""
"Indonesia","Communication","Monthly","2013-M10",""
"Indonesia","Communication","Monthly","2013-M11",""
"Indonesia","Communication","Monthly","2013-M12",""
"Indonesia","Communication","Monthly","2014-M01",""
"Indonesia","Communication","Monthly","2014-M02",""
"Indonesia","Communication","Monthly","2014-M03",""
"Indonesia","Communication","Monthly","2014-M04",""
"Indonesia","Communication","Monthly","2014-M05",""
"Indonesia","Communication","Monthly","2014-M06",""
"Indonesia","Communication","Monthly","2014-M07",""
"Indonesia","Communication","Monthly","2014-M08",""
"Indonesia","Communication","Monthly","2014-M09",""
"Indonesia","Communication","Monthly","2014-M10",""
"Indonesia","Communication","Monthly","2014-M11",""
"Indonesia","Communication","Monthly","2014-M12",""
"Indonesia","Communication","Monthly","2015-M01",""
"Indonesia","Communication","Monthly","2015-M02",""
"Indonesia","Communication","Monthly","2015-M03",""
"Indonesia","Communication","Monthly","2015-M04",""
"Indonesia","Communication","Monthly","2015-M05",""
"Indonesia","Communication","Monthly","2015-M06",""
"Indonesia","Communication","Monthly","2015-M07",""
"Indonesia","Communication","Monthly","2015-M08",""
"Indonesia","Communication","Monthly","2015-M09",""
"Indonesia","Communication","Monthly","2015-M10",""
"Indonesia","Communication","Monthly","2015-M11",""
"Indonesia","Communication","Monthly","2015-M12",""
"Indonesia","Communication","Monthly","2016-M01",""
"Indonesia","Communication","Monthly","2016-M02",""
"Indonesia","Communication","Monthly","2016-M03",""
"Indonesia","Communication","Monthly","2016-M04",""
"Indonesia","Communication","Monthly","2016-M05",""
"Indonesia","Communication","Monthly","2016-M06",""
"Indonesia","Communication","Monthly","2016-M07",""
"Indonesia","Communication","Monthly","2016-M08",""
"Indonesia","Communication","Monthly","2016-M09",""
"Indonesia","Communication","Monthly","2016-M10",""
"Indonesia","Communication","Monthly","2016-M11",""
"Indonesia","Communication","Monthly","2016-M12",""
"Indonesia","Communication","Monthly","2017-M01",""
"Indonesia","Communication","Monthly","2017-M02",""
"Indonesia","Communication","Monthly","2017-M03",""
"Indonesia","Communication","Monthly","2017-M04",""
"Indonesia","Communication","Monthly","2017-M05",""
"Indonesia","Communication","Monthly","2017-M06",""
"Indonesia","Communication","Monthly","2017-M07",""
"Indonesia","Communication","Monthly","2017-M08",""
"Indonesia","Communication","Monthly","2017-M09",""
"Indonesia","Communication","Monthly","2017-M10",""
"Indonesia","Communication","Monthly","2017-M11",""
"Indonesia","Communication","Monthly","2017-M12",""
"Indonesia","Communication","Monthly","2018-M01",""
"Indonesia","Communication","Monthly","2018-M02",""
"Indonesia","Communication","Monthly","2018-M03",""
"Indonesia","Communication","Monthly","2018-M04",""
"Indonesia","Communication","Monthly","2018-M05",""
"Indonesia","Communication","Monthly","2018-M06",""
"Indonesia","Communication","Monthly","2018-M07",""
"Indonesia","Communication","Monthly","2018-M08",""
"Indonesia","Communication","Monthly","2018-M09",""
"Indonesia","Communication","Monthly","2018-M10",""
"Indonesia","Communication","Monthly","2018-M11",""
"Indonesia","Communication","Monthly","2018-M12",""
"Indonesia","Communication","Monthly","2019-M01",""
"Indonesia","Communication","Monthly","2019-M02",""
"Indonesia","Communication","Monthly","2019-M03",""
"Indonesia","Communication","Monthly","2019-M04",""
"Indonesia","Communication","Monthly","2019-M05",""
"Indonesia","Communication","Monthly","2019-M06",""
"Indonesia","Communication","Monthly","2019-M07",""
"Indonesia","Communication","Monthly","2019-M08",""
"Indonesia","Communication","Monthly","2019-M09",""
"Indonesia","Communication","Monthly","2019-M10",""
"Indonesia","Communication","Monthly","2019-M11",""
"Indonesia","Communication","Monthly","2019-M12",""
"Indonesia","Communication","Monthly","2020-M01",""
"Indonesia","Communication","Monthly","2020-M02",""
"Indonesia","Communication","Monthly","2020-M03",""
"Indonesia","Communication","Monthly","2020-M04",""
"Indonesia","Communication","Monthly","2020-M05",""
"Indonesia","Communication","Monthly","2020-M06",""
"Indonesia","Communication","Monthly","2020-M07",""
"Indonesia","Communication","Monthly","2020-M08",""
"Indonesia","Communication","Monthly","2020-M09",""
"Indonesia","Communication","Monthly","2020-M10",""
"Indonesia","Communication","Monthly","2020-M11",""
"Indonesia","Communication","Monthly","2020-M12",""
"Indonesia","Communication","Monthly","2021-M01",""
"Indonesia","Communication","Monthly","2021-M02",""
"Indonesia","Communication","Monthly","2021-M03",""
"Indonesia","Communication","Monthly","2021-M04",""
"Indonesia","Communication","Monthly","2021-M05",""
"Indonesia","Communication","Monthly","2021-M06",""
"Indonesia","Communication","Monthly","2021-M07",""
"Indonesia","Communication","Monthly","2021-M08",""
"Indonesia","Communication","Monthly","2021-M09",""
"Indonesia","Communication","Monthly","2021-M10",""
"Indonesia","Communication","Monthly","2021-M11",""
"Indonesia","Communication","Monthly","2021-M12",""
"Indonesia","Communication","Monthly","2022-M01",""
"Indonesia","Communication","Monthly","2022-M02",""
"Indonesia","Communication","Monthly","2022-M03",""
"Indonesia","Communication","Monthly","2022-M04",""
"Indonesia","Communication","Monthly","2022-M05",""
"Indonesia","Communication","Monthly","2022-M06",""
"Indonesia","Communication","Monthly","2022-M07",""
"Indonesia","Communication","Monthly","2022-M08",""
"Indonesia","Communication","Monthly","2022-M09",""
"Indonesia","Communication","Monthly","2022-M10",""
"Indonesia","Communication","Monthly","2022-M11",""
"Indonesia","Communication","Monthly","2022-M12",""
"Indonesia","Communication","Monthly","2023-M01",""
"Indonesia","Communication","Monthly","2023-M02",""
"Indonesia","Communication","Monthly","2023-M03",""
"Indonesia","Communication","Monthly","2023-M04",""
"Indonesia","Communication","Monthly","2023-M05",""
"Indonesia","Communication","Monthly","2023-M06",""
"Indonesia","Communication","Monthly","2023-M07",""
"Indonesia","Communication","Monthly","2023-M08",""
"Indonesia","Communication","Monthly","2023-M09",""
"Indonesia","Communication","Monthly","2023-M10",""
"Indonesia","Communication","Monthly","2023-M11",""
"Indonesia","Communication","Monthly","2023-M12",""
"Indonesia","Communication","Monthly","2024-M01",""
"Indonesia","Communication","Monthly","2024-M02",""
"Indonesia","Communication","Monthly","2024-M03",""
"Indonesia","Communication","Monthly","2024-M04",""
"Indonesia","Communication","Monthly","2024-M05",""
"Indonesia","Communication","Monthly","2024-M06",""
"Indonesia","Communication","Monthly","2024-M07",""
