"COUNTRY","COICOP_1999","FREQUENCY","TIME_PERIOD","OBS_VALUE"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2022-M06","95.75109382596039"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2022-M07","95.90666018473531"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2022-M08","96.04278074866336"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2022-M09","97.22897423432209"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2022-M10","97.23869713174552"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2022-M11","97.29703451628612"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2022-M12","97.29703451628612"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2023-M01","97.63733592610624"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2023-M02","100.826446280992"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2023-M03","100.9431210500732"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2023-M04","100.9431210500732"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2023-M05","98.0456976178904"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2023-M06","100.8847836655326"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2023-M07","100.9236752552263"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2023-M08","100.9917355371904"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2023-M09","99.68886728245044"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2023-M10","99.69859017987387"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2023-M11","99.66942148760357"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2023-M12","99.7083130772973"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2024-M01","100.038891589694"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2024-M02","100.0194457948471"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2024-M03","100.0680602819643"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2024-M04","100.7486631016045"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2024-M05","100.7778317938748"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2024-M06","100.7875546912983"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2024-M07","100.826446280992"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2024-M08","100.826446280992"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2024-M09","100.038891589694"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2024-M10","99.85"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2024-M11","99.84"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2024-M12","99.84"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2025-M01","100.21"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2025-M02","100.26"
"Thailand","Housing, water, electricity, gas and other fuels","Monthly","2025-M03","99.81"
"Thailand","Restaurants and hotels","Monthly","2011-M01",""
"Thailand","Restaurants and hotels","Monthly","2011-M02",""
"Thailand","Restaurants and hotels","Monthly","2011-M03",""
"Thailand","Restaurants and hotels","Monthly","2011-M04",""
"Thailand","Restaurants and hotels","Monthly","2011-M05",""
"Thailand","Restaurants and hotels","Monthly","2011-M06",""
"Thailand","Restaurants and hotels","Monthly","2011-M07",""
"Thailand","Restaurants and hotels","Monthly","2011-M08",""
"Thailand","Restaurants and hotels","Monthly","2011-M09",""
"Thailand","Restaurants and hotels","Monthly","2011-M10",""
"Thailand","Restaurants and hotels","Monthly","2011-M11",""
"Thailand","Restaurants and hotels","Monthly","2011-M12",""
"Thailand","Restaurants and hotels","Monthly","2012-M01",""
"Thailand","Restaurants and hotels","Monthly","2012-M02",""
"Thailand","Restaurants and hotels","Monthly","2012-M03",""
"Thailand","Restaurants and hotels","Monthly","2012-M04",""
"Thailand","Restaurants and hotels","Monthly","2012-M05",""
"Thailand","Restaurants and hotels","Monthly","2012-M06",""
"Thailand","Restaurants and hotels","Monthly","2012-M07",""
"Thailand","Restaurants and hotels","Monthly","2012-M08",""
"Thailand","Restaurants and hotels","Monthly","2012-M09",""
"Thailand","Restaurants and hotels","Monthly","2012-M10",""
"Thailand","Restaurants and hotels","Monthly","2012-M11",""
"Thailand","Restaurants and hotels","Monthly","2012-M12",""
"Thailand","Restaurants and hotels","Monthly","2013-M01",""
"Thailand","Restaurants and hotels","Monthly","2013-M02",""
"Thailand","Restaurants and hotels","Monthly","2013-M03",""
"Thailand","Restaurants and hotels","Monthly","2013-M04",""
"Thailand","Restaurants and hotels","Monthly","2013-M05",""
"Thailand","Restaurants and hotels","Monthly","2013-M06",""
"Thailand","Restaurants and hotels","Monthly","2013-M07",""
"Thailand","Restaurants and hotels","Monthly","2013-M08",""
"Thailand","Restaurants and hotels","Monthly","2013-M09",""
"Thailand","Restaurants and hotels","Monthly","2013-M10",""
"Thailand","Restaurants and hotels","Monthly","2013-M11",""
"Thailand","Restaurants and hotels","Monthly","2013-M12",""
"Thailand","Restaurants and hotels","Monthly","2014-M01",""
"Thailand","Restaurants and hotels","Monthly","2014-M02",""
"Thailand","Restaurants and hotels","Monthly","2014-M03",""
"Thailand","Restaurants and hotels","Monthly","2014-M04",""
"Thailand","Restaurants and hotels","Monthly","2014-M05",""
"Thailand","Restaurants and hotels","Monthly","2014-M06",""
"Thailand","Restaurants and hotels","Monthly","2014-M07",""
"Thailand","Restaurants and hotels","Monthly","2014-M08",""
"Thailand","Restaurants and hotels","Monthly","2014-M09",""
"Thailand","Restaurants and hotels","Monthly","2014-M10",""
"Thailand","Restaurants and hotels","Monthly","2014-M11",""
"Thailand","Restaurants and hotels","Monthly","2014-M12",""
"Thailand","Restaurants and hotels","Monthly","2015-M01",""
"Thailand","Restaurants and hotels","Monthly","2015-M02",""
"Thailand","Restaurants and hotels","Monthly","2015-M03",""
"Thailand","Restaurants and hotels","Monthly","2015-M04",""
"Thailand","Restaurants and hotels","Monthly","2015-M05",""
"Thailand","Restaurants and hotels","Monthly","2015-M06",""
"Thailand","Restaurants and hotels","Monthly","2015-M07",""
"Thailand","Restaurants and hotels","Monthly","2015-M08",""
"Thailand","Restaurants and hotels","Monthly","2015-M09",""
"Thailand","Restaurants and hotels","Monthly","2015-M10",""
"Thailand","Restaurants and hotels","Monthly","2015-M11",""
"Thailand","Restaurants and hotels","Monthly","2015-M12",""
"Thailand","Restaurants and hotels","Monthly","2016-M01",""
"Thailand","Restaurants and hotels","Monthly","2016-M02",""
"Thailand","Restaurants and hotels","Monthly","2016-M03",""
"Thailand","Restaurants and hotels","Monthly","2016-M04",""
"Thailand","Restaurants and hotels","Monthly","2016-M05",""
"Thailand","Restaurants and hotels","Monthly","2016-M06",""
"Thailand","Restaurants and hotels","Monthly","2016-M07",""
"Thailand","Restaurants and hotels","Monthly","2016-M08",""
"Thailand","Restaurants and hotels","Monthly","2016-M09",""
"Thailand","Restaurants and hotels","Monthly","2016-M10",""
"Thailand","Restaurants and hotels","Monthly","2016-M11",""
"Thailand","Restaurants and hotels","Monthly","2016-M12",""
"Thailand","Restaurants and hotels","Monthly","2017-M01",""
"Thailand","Restaurants and hotels","Monthly","2017-M02",""
"Thailand","Restaurants and hotels","Monthly","2017-M03",""
"Thailand","Restaurants and hotels","Monthly","2017-M04",""
"Thailand","Restaurants and hotels","Monthly","2017-M05",""
"Thailand","Restaurants and hotels","Monthly","2017-M06",""
"Thailand","Restaurants and hotels","Monthly","2017-M07",""
"Thailand","Restaurants and hotels","Monthly","2017-M08",""
"Thailand","Restaurants and hotels","Monthly","2017-M09",""
"Thailand","Restaurants and hotels","Monthly","2017-M10",""
"Thailand","Restaurants and hotels","Monthly","2017-M11",""
"Thailand","Restaurants and hotels","Monthly","2017-M12",""
"Thailand","Restaurants and hotels","Monthly","2018-M01",""
"Thailand","Restaurants and hotels","Monthly","2018-M02",""
"Thailand","Restaurants and hotels","Monthly","2018-M03",""
"Thailand","Restaurants and hotels","Monthly","2018-M04",""
"Thailand","Restaurants and hotels","Monthly","2018-M05",""
"Thailand","Restaurants and hotels","Monthly","2018-M06",""
"Thailand","Restaurants and hotels","Monthly","2018-M07",""
"Thailand","Restaurants and hotels","Monthly","2018-M08",""
"Thailand","Restaurants and hotels","Monthly","2018-M09",""
"Thailand","Restaurants and hotels","Monthly","2018-M10",""
"Thailand","Restaurants and hotels","Monthly","2018-M11",""
"Thailand","Restaurants and hotels","Monthly","2018-M12",""
"Thailand","Restaurants and hotels","Monthly","2019-M01",""
"Thailand","Restaurants and hotels","Monthly","2019-M02",""
"Thailand","Restaurants and hotels","Monthly","2019-M03",""
"Thailand","Restaurants and hotels","Monthly","2019-M04",""
"Thailand","Restaurants and hotels","Monthly","2019-M05",""
"Thailand","Restaurants and hotels","Monthly","2019-M06",""
"Thailand","Restaurants and hotels","Monthly","2019-M07",""
"Thailand","Restaurants and hotels","Monthly","2019-M08",""
"Thailand","Restaurants and hotels","Monthly","2019-M09",""
"Thailand","Restaurants and hotels","Monthly","2019-M10",""
"Thailand","Restaurants and hotels","Monthly","2019-M11",""
"Thailand","Restaurants and hotels","Monthly","2019-M12",""
"Thailand","Restaurants and hotels","Monthly","2020-M01",""
"Thailand","Restaurants and hotels","Monthly","2020-M02",""
"Thailand","Restaurants and hotels","Monthly","2020-M03",""
"Thailand","Restaurants and hotels","Monthly","2020-M04",""
"Thailand","Restaurants and hotels","Monthly","2020-M05",""
"Thailand","Restaurants and hotels","Monthly","2020-M06",""
"Thailand","Restaurants and hotels","Monthly","2020-M07",""
"Thailand","Restaurants and hotels","Monthly","2020-M08",""
"Thailand","Restaurants and hotels","Monthly","2020-M09",""
"Thailand","Restaurants and hotels","Monthly","2020-M10",""
"Thailand","Restaurants and hotels","Monthly","2020-M11",""
"Thailand","Restaurants and hotels","Monthly","2020-M12",""
"Thailand","Restaurants and hotels","Monthly","2021-M01",""
"Thailand","Restaurants and hotels","Monthly","2021-M02",""
"Thailand","Restaurants and hotels","Monthly","2021-M03",""
"Thailand","Restaurants and hotels","Monthly","2021-M04",""
"Thailand","Restaurants and hotels","Monthly","2021-M05",""
"Thailand","Restaurants and hotels","Monthly","2021-M06",""
"Thailand","Restaurants and hotels","Monthly","2021-M07",""
"Thailand","Restaurants and hotels","Monthly","2021-M08",""
"Thailand","Restaurants and hotels","Monthly","2021-M09",""
"Thailand","Restaurants and hotels","Monthly","2021-M10",""
"Thailand","Restaurants and hotels","Monthly","2021-M11",""
"Thailand","Restaurants and hotels","Monthly","2021-M12",""
"Thailand","Restaurants and hotels","Monthly","2022-M01",""
"Thailand","Restaurants and hotels","Monthly","2022-M02",""
"Thailand","Restaurants and hotels","Monthly","2022-M03",""
"Thailand","Restaurants and hotels","Monthly","2022-M04",""
"Thailand","Restaurants and hotels","Monthly","2022-M05",""
"Thailand","Restaurants and hotels","Monthly","2022-M06",""
"Thailand","Restaurants and hotels","Monthly","2022-M07",""
"Thailand","Restaurants and hotels","Monthly","2022-M08",""
"Thailand","Restaurants and hotels","Monthly","2022-M09",""
"Thailand","Restaurants and hotels","Monthly","2022-M10",""
"Thailand","Restaurants and hotels","Monthly","2022-M11",""
"Thailand","Restaurants and hotels","Monthly","2022-M12",""
"Thailand","Restaurants and hotels","Monthly","2023-M01",""
"Thailand","Restaurants and hotels","Monthly","2023-M02",""
"Thailand","Restaurants and hotels","Monthly","2023-M03",""
"Thailand","Restaurants and hotels","Monthly","2023-M04",""
"Thailand","Restaurants and hotels","Monthly","2023-M05",""
"Thailand","Restaurants and hotels","Monthly","2023-M06",""
"Thailand","Restaurants and hotels","Monthly","2023-M07",""
"Thailand","Restaurants and hotels","Monthly","2023-M08",""
"Thailand","Restaurants and hotels","Monthly","2023-M09",""
"Thailand","Restaurants and hotels","Monthly","2023-M10",""
"Thailand","Restaurants and hotels","Monthly","2023-M11",""
"Thailand","Restaurants and hotels","Monthly","2023-M12",""
"Thailand","Restaurants and hotels","Monthly","2024-M01",""
"Thailand","Restaurants and hotels","Monthly","2024-M02",""
"Thailand","Restaurants and hotels","Monthly","2024-M03",""
"Thailand","Restaurants and hotels","Monthly","2024-M04",""
"Thailand","Restaurants and hotels","Monthly","2024-M05",""
"Thailand","Restaurants and hotels","Monthly","2024-M06",""
"Thailand","Restaurants and hotels","Monthly","2024-M07",""
"Thailand","Restaurants and hotels","Monthly","2024-M08",""
"Thailand","Restaurants and hotels","Monthly","2024-M09",""
"Thailand","Restaurants and hotels","Monthly","2024-M10",""
"Thailand","Restaurants and hotels","Monthly","2024-M11",""
"Thailand","Restaurants and hotels","Monthly","2024-M12",""
"Thailand","Restaurants and hotels","Monthly","2025-M01",""
"Thailand","Restaurants and hotels","Monthly","2025-M02",""
"Thailand","Restaurants and hotels","Monthly","2025-M03",""
"Thailand","Health","Monthly","2011-M01","91.22510808496976"
"Thailand","Health","Monthly","2011-M02","91.26179624426393"
"Thailand","Health","Monthly","2011-M03","91.33517256285229"
"Thailand","Health","Monthly","2011-M04","91.47275316020545"
"Thailand","Health","Monthly","2011-M05","91.6286778372057"
"Thailand","Health","Monthly","2011-M06","91.72039823544114"
"Thailand","Health","Monthly","2011-M07","91.82129067350013"
"Thailand","Health","Monthly","2011-M08","91.96804331067683"
"Thailand","Health","Monthly","2011-M09","92.00473146997101"
"Thailand","Health","Monthly","2011-M10","92.04141962926518"
"Thailand","Health","Monthly","2011-M11","92.06893574873582"
"Thailand","Health","Monthly","2011-M12","92.11479594785354"
"Thailand","Health","Monthly","2012-M01","92.21568838591252"
"Thailand","Health","Monthly","2012-M02","92.27072062485379"
"Thailand","Health","Monthly","2012-M03","92.35326898326568"
"Thailand","Health","Monthly","2012-M04","92.50919366026593"
"Thailand","Health","Monthly","2012-M05","92.53670977973657"
"Thailand","Health","Monthly","2012-M06","92.72015057620745"
"Thailand","Health","Monthly","2012-M07","92.77518281514871"
"Thailand","Health","Monthly","2012-M08","92.94027953197251"
"Thailand","Health","Monthly","2012-M09","92.90359137267833"
"Thailand","Health","Monthly","2012-M10","93.04117197003149"
"Thailand","Health","Monthly","2012-M11","93.11454828861985"
"Thailand","Health","Monthly","2012-M12","93.26130092579655"
"Thailand","Health","Monthly","2013-M01","93.3346772443849"
"Thailand","Health","Monthly","2013-M02","93.4172256027968"
"Thailand","Health","Monthly","2013-M03","93.38970948332617"
"Thailand","Health","Monthly","2013-M04","93.39888152314971"
"Thailand","Health","Monthly","2013-M05","93.40805356297326"
"Thailand","Health","Monthly","2013-M06","93.49060192138515"
"Thailand","Health","Monthly","2013-M07","93.48142988156161"
"Thailand","Health","Monthly","2013-M08","93.57315027979705"
"Thailand","Health","Monthly","2013-M09","93.61901047891477"
"Thailand","Health","Monthly","2013-M10","93.65569863820895"
"Thailand","Health","Monthly","2013-M11","93.79327923556211"
"Thailand","Health","Monthly","2013-M12","93.76576311609148"
"Thailand","Health","Monthly","2014-M01","93.8116233152092"
"Thailand","Health","Monthly","2014-M02","94.03175227097426"
"Thailand","Health","Monthly","2014-M03","94.11430062938615"
"Thailand","Health","Monthly","2014-M04","94.20602102762159"
"Thailand","Health","Monthly","2014-M05","94.32525754532767"
"Thailand","Health","Monthly","2014-M06","94.38946182409248"
"Thailand","Health","Monthly","2014-M07","94.4353220232102"
"Thailand","Health","Monthly","2014-M08","94.60959077985754"
"Thailand","Health","Monthly","2014-M09","94.71048321791652"
"Thailand","Health","Monthly","2014-M10","94.75634341703424"
"Thailand","Health","Monthly","2014-M11","94.85723585509323"
"Thailand","Health","Monthly","2014-M12","94.96730033297576"
"Thailand","Health","Monthly","2015-M01","95.06819277103474"
"Thailand","Health","Monthly","2015-M02","95.0590207312112"
"Thailand","Health","Monthly","2015-M03","95.19660132856436"
"Thailand","Health","Monthly","2015-M04","95.16908520909373"
"Thailand","Health","Monthly","2015-M05","95.30666580644689"
"Thailand","Health","Monthly","2015-M06","95.26997764715271"
"Thailand","Health","Monthly","2015-M07","95.26080560732917"
"Thailand","Health","Monthly","2015-M08","95.27914968697626"
"Thailand","Health","Monthly","2015-M09","95.55431088168258"
"Thailand","Health","Monthly","2015-M10","95.71023555868283"
"Thailand","Health","Monthly","2015-M11","95.74692371797701"
"Thailand","Health","Monthly","2015-M12","95.77443983744764"
"Thailand","Health","Monthly","2016-M01","96.00374083303624"
"Thailand","Health","Monthly","2016-M02","95.93036451444789"
"Thailand","Health","Monthly","2016-M03","95.93953655427143"
"Thailand","Health","Monthly","2016-M04","95.93953655427143"
"Thailand","Health","Monthly","2016-M05","96.15966551003649"
"Thailand","Health","Monthly","2016-M06","96.11380531091877"
"Thailand","Health","Monthly","2016-M07","96.08628919144814"
"Thailand","Health","Monthly","2016-M08","96.15966551003649"
"Thailand","Health","Monthly","2016-M09","96.23304182862484"
"Thailand","Health","Monthly","2016-M10","96.32476222686029"
"Thailand","Health","Monthly","2016-M11","96.3064181472132"
"Thailand","Health","Monthly","2016-M12","96.33393426668383"
"Thailand","Health","Monthly","2017-M01","96.30556475041011"
"Thailand","Health","Monthly","2017-M02","96.21973091373416"
"Thailand","Health","Monthly","2017-M03","96.36278730819407"
"Thailand","Health","Monthly","2017-M04","96.3151018433741"
"Thailand","Health","Monthly","2017-M05","96.33417602930209"
"Thailand","Health","Monthly","2017-M06","96.36278730819407"
"Thailand","Health","Monthly","2017-M07","96.48676951672599"
"Thailand","Health","Monthly","2017-M08","96.37232440115807"
"Thailand","Health","Monthly","2017-M09","96.42954695894203"
"Thailand","Health","Monthly","2017-M10","96.42954695894203"
"Thailand","Health","Monthly","2017-M11","96.56306626043794"
"Thailand","Health","Monthly","2017-M12","96.477232423762"
"Thailand","Health","Monthly","2018-M01","96.54399207450996"
"Thailand","Health","Monthly","2018-M02","96.72519684082584"
"Thailand","Health","Monthly","2018-M03","96.76334521268182"
"Thailand","Health","Monthly","2018-M04","96.7824193986098"
"Thailand","Health","Monthly","2018-M05","97.02084672270965"
"Thailand","Health","Monthly","2018-M06","96.99223544381767"
"Thailand","Health","Monthly","2018-M07","97.01693651459441"
"Thailand","Health","Monthly","2018-M08","96.9445499789977"
"Thailand","Health","Monthly","2018-M09","97.00177253678166"
"Thailand","Health","Monthly","2018-M10","97.07806928049361"
"Thailand","Health","Monthly","2018-M11","96.92547579306971"
"Thailand","Health","Monthly","2018-M12","97.01130962974566"
"Thailand","Health","Monthly","2019-M01","97.19251439606154"
"Thailand","Health","Monthly","2019-M02","97.04945800160163"
"Thailand","Health","Monthly","2019-M03","97.07806928049361"
"Thailand","Health","Monthly","2019-M04","97.11621765234959"
"Thailand","Health","Monthly","2019-M05","97.22112567495352"
"Thailand","Health","Monthly","2019-M06","97.10668055938559"
"Thailand","Health","Monthly","2019-M07","96.1720454489142"
"Thailand","Health","Monthly","2019-M08","96.91593870010572"
"Thailand","Health","Monthly","2019-M09","97.22112567495352"
"Thailand","Health","Monthly","2019-M10","97.48816427794535"
"Thailand","Health","Monthly","2019-M11","97.24019986088151"
"Thailand","Health","Monthly","2019-M12","97.60260939351328"
"Thailand","Health","Monthly","2020-M01","97.39279334830541"
"Thailand","Health","Monthly","2020-M02","97.42140462719739"
"Thailand","Health","Monthly","2020-M03","97.43094172016139"
"Thailand","Health","Monthly","2020-M04","97.26881113977349"
"Thailand","Health","Monthly","2020-M05","97.45001590608937"
"Thailand","Health","Monthly","2020-M06","97.28788532570148"
"Thailand","Health","Monthly","2020-M07","97.28788532570148"
"Thailand","Health","Monthly","2020-M08","97.21158858198953"
"Thailand","Health","Monthly","2020-M09","97.45955299905337"
"Thailand","Health","Monthly","2020-M10","97.4118675342334"
"Thailand","Health","Monthly","2020-M11","97.27834823273748"
"Thailand","Health","Monthly","2020-M12","97.54538683572931"
"Thailand","Health","Monthly","2021-M01","97.61095464698469"
"Thailand","Health","Monthly","2021-M02","97.37787705156855"
"Thailand","Health","Monthly","2021-M03","97.38758861804422"
"Thailand","Health","Monthly","2021-M04","97.37787705156855"
"Thailand","Health","Monthly","2021-M05","97.39730018451989"
"Thailand","Health","Monthly","2021-M06","97.60124308050902"
"Thailand","Health","Monthly","2021-M07","97.77605127707112"
"Thailand","Health","Monthly","2021-M08","97.59153151403334"
"Thailand","Health","Monthly","2021-M09","97.74691657764411"
"Thailand","Health","Monthly","2021-M10","97.74691657764411"
"Thailand","Health","Monthly","2021-M11","97.66922404583872"
"Thailand","Health","Monthly","2021-M12","97.80518597649814"
"Thailand","Health","Monthly","2022-M01","94.77517723608831"
"Thailand","Health","Monthly","2022-M02","94.78488880256398"
"Thailand","Health","Monthly","2022-M03","94.79460036903965"
"Thailand","Health","Monthly","2022-M04","95.10537049626117"
"Thailand","Health","Monthly","2022-M05","95.35787122462866"
"Thailand","Health","Monthly","2022-M06","95.4161406234827"
"Thailand","Health","Monthly","2022-M07","95.58123725356913"
"Thailand","Health","Monthly","2022-M08","95.94056521316901"
"Thailand","Health","Monthly","2022-M09","96.11537340973112"
"Thailand","Health","Monthly","2022-M10","96.24162377391486"
"Thailand","Health","Monthly","2022-M11","96.45527823637966"
"Thailand","Health","Monthly","2022-M12","96.48441293580667"
"Thailand","Health","Monthly","2023-M01","96.65922113236878"
"Thailand","Health","Monthly","2023-M02","99.87374963581639"
"Thailand","Health","Monthly","2023-M03","100.0679809653298"
"Thailand","Health","Monthly","2023-M04","99.96115373409744"
"Thailand","Health","Monthly","2023-M05","100.3496163931243"
"Thailand","Health","Monthly","2023-M06","100.2913469942703"
"Thailand","Health","Monthly","2023-M07","100.4564436243567"
"Thailand","Health","Monthly","2023-M08","100.4467320578811"
"Thailand","Health","Monthly","2023-M09","100.388462659027"
"Thailand","Health","Monthly","2023-M10","100.6118286879675"
"Thailand","Health","Monthly","2023-M11","100.4467320578811"
"Thailand","Health","Monthly","2023-M12","100.4758667573081"
"Thailand","Health","Monthly","2024-M01","100.7089443527242"
"Thailand","Health","Monthly","2024-M02","100.7575021851026"
"Thailand","Health","Monthly","2024-M03","100.1942313295136"
"Thailand","Health","Monthly","2024-M04","100.8740409828107"
"Thailand","Health","Monthly","2024-M05","101.2625036418376"
"Thailand","Health","Monthly","2024-M06","100.8157715839566"
"Thailand","Health","Monthly","2024-M07","100.6506749538702"
"Thailand","Health","Monthly","2024-M08","100.9128872487134"
"Thailand","Health","Monthly","2024-M09","100.2816354277946"
"Thailand","Health","Monthly","2024-M10","99.77"
"Thailand","Health","Monthly","2024-M11","99.86"
"Thailand","Health","Monthly","2024-M12","99.87"
"Thailand","Health","Monthly","2025-M01","99.93"
"Thailand","Health","Monthly","2025-M02","99.99"
"Thailand","Health","Monthly","2025-M03","99.32"
"Thailand","Recreation and culture","Monthly","2011-M01","94.5280930925142"
"Thailand","Recreation and culture","Monthly","2011-M02","94.65111493756402"
"Thailand","Recreation and culture","Monthly","2011-M03","94.56594596791415"
"Thailand","Recreation and culture","Monthly","2011-M04","94.55648274906416"
"Thailand","Recreation and culture","Monthly","2011-M05","94.5943356244641"
"Thailand","Recreation and culture","Monthly","2011-M06","94.61326206216408"
"Thailand","Recreation and culture","Monthly","2011-M07","94.62272528101406"
"Thailand","Recreation and culture","Monthly","2011-M08","94.5943356244641"
"Thailand","Recreation and culture","Monthly","2011-M09","94.64165171871404"
"Thailand","Recreation and culture","Monthly","2011-M10","94.64165171871404"
"Thailand","Recreation and culture","Monthly","2011-M11","94.77413678261385"
"Thailand","Recreation and culture","Monthly","2011-M12","94.77413678261385"
"Thailand","Recreation and culture","Monthly","2012-M01","94.77413678261385"
"Thailand","Recreation and culture","Monthly","2012-M02","94.75521034491387"
"Thailand","Recreation and culture","Monthly","2012-M03","94.75521034491387"
"Thailand","Recreation and culture","Monthly","2012-M04","94.76467356376386"
"Thailand","Recreation and culture","Monthly","2012-M05","94.93501150306361"
"Thailand","Recreation and culture","Monthly","2012-M06","95.1526655366133"
"Thailand","Recreation and culture","Monthly","2012-M07","95.17159197431328"
"Thailand","Recreation and culture","Monthly","2012-M08","95.1526655366133"
"Thailand","Recreation and culture","Monthly","2012-M09","95.1526655366133"
"Thailand","Recreation and culture","Monthly","2012-M10","95.21890806856321"
"Thailand","Recreation and culture","Monthly","2012-M11","95.24729772511317"
"Thailand","Recreation and culture","Monthly","2012-M12","95.23783450626318"
"Thailand","Recreation and culture","Monthly","2013-M01","95.25676094396315"
"Thailand","Recreation and culture","Monthly","2013-M02","95.30407703821308"
"Thailand","Recreation and culture","Monthly","2013-M03","95.38924600786296"
"Thailand","Recreation and culture","Monthly","2013-M04","95.34192991361303"
"Thailand","Recreation and culture","Monthly","2013-M05","95.33246669476304"
"Thailand","Recreation and culture","Monthly","2013-M06","95.52173107176277"
"Thailand","Recreation and culture","Monthly","2013-M07","95.52173107176277"
"Thailand","Recreation and culture","Monthly","2013-M08","95.55958394716272"
"Thailand","Recreation and culture","Monthly","2013-M09","95.55958394716272"
"Thailand","Recreation and culture","Monthly","2013-M10","95.68260579221254"
"Thailand","Recreation and culture","Monthly","2013-M11","95.72045866761249"
"Thailand","Recreation and culture","Monthly","2013-M12","95.76777476186242"
"Thailand","Recreation and culture","Monthly","2014-M01","95.76777476186242"
"Thailand","Recreation and culture","Monthly","2014-M02","95.80562763726236"
"Thailand","Recreation and culture","Monthly","2014-M03","95.87187016921227"
"Thailand","Recreation and culture","Monthly","2014-M04","95.90025982576223"
"Thailand","Recreation and culture","Monthly","2014-M05","96.02328167081205"
"Thailand","Recreation and culture","Monthly","2014-M06","96.23147248551175"
"Thailand","Recreation and culture","Monthly","2014-M07","96.23147248551175"
"Thailand","Recreation and culture","Monthly","2014-M08","96.2693253609117"
"Thailand","Recreation and culture","Monthly","2014-M09","96.25039892321173"
"Thailand","Recreation and culture","Monthly","2014-M10","96.32610467401162"
"Thailand","Recreation and culture","Monthly","2014-M11","96.32610467401162"
"Thailand","Recreation and culture","Monthly","2014-M12","96.44912651906144"
"Thailand","Recreation and culture","Monthly","2015-M01","96.43020008136147"
"Thailand","Recreation and culture","Monthly","2015-M02","96.44912651906144"
"Thailand","Recreation and culture","Monthly","2015-M03","96.43966330021145"
"Thailand","Recreation and culture","Monthly","2015-M04","96.46805295676141"
"Thailand","Recreation and culture","Monthly","2015-M05","96.74248630341102"
"Thailand","Recreation and culture","Monthly","2015-M06","96.93175068041075"
"Thailand","Recreation and culture","Monthly","2015-M07","97.43330127946003"
"Thailand","Recreation and culture","Monthly","2015-M08","97.49008059255994"
"Thailand","Recreation and culture","Monthly","2015-M09","97.50900703025992"
"Thailand","Recreation and culture","Monthly","2015-M10","97.52793346795989"
"Thailand","Recreation and culture","Monthly","2015-M11","97.53739668680988"
"Thailand","Recreation and culture","Monthly","2015-M12","97.53739668680988"
"Thailand","Recreation and culture","Monthly","2016-M01","97.54685990565986"
"Thailand","Recreation and culture","Monthly","2016-M02","97.55632312450985"
"Thailand","Recreation and culture","Monthly","2016-M03","97.55632312450985"
"Thailand","Recreation and culture","Monthly","2016-M04","97.52793346795989"
"Thailand","Recreation and culture","Monthly","2016-M05","97.77397715805954"
"Thailand","Recreation and culture","Monthly","2016-M06","97.8686093465594"
"Thailand","Recreation and culture","Monthly","2016-M07","97.8686093465594"
"Thailand","Recreation and culture","Monthly","2016-M08","97.94431509735929"
"Thailand","Recreation and culture","Monthly","2016-M09","98.02002084815918"
"Thailand","Recreation and culture","Monthly","2016-M10","98.02002084815918"
"Thailand","Recreation and culture","Monthly","2016-M11","98.02002084815918"
"Thailand","Recreation and culture","Monthly","2016-M12","98.04841050470914"
"Thailand","Recreation and culture","Monthly","2017-M01","98.0343738508796"
"Thailand","Recreation and culture","Monthly","2017-M02","98.0343738508796"
"Thailand","Recreation and culture","Monthly","2017-M03","98.10230501470421"
"Thailand","Recreation and culture","Monthly","2017-M04","98.13141837062904"
